ID Cliente,Abandono,Género,Mayor de 65 años,Tiene Pareja,Tiene Dependientes,Duración del Contrato (meses),Servicio Telefónico,Múltiples Líneas,Servicio de Internet,Seguridad en Línea,Respaldo en Línea,Protección del Dispositivo,Soporte Técnico,TV por Cable,Streaming de Películas,Tipo de Contrato,Facturación Sin Papel,Método de Pago,Costo Mensual,Costo Total,Costo Diario,Rango de Contrato,Cantidad de Servicios Contratados
8734-FNWVH,0,M,False,1,1,31,1,1,DSL,0,0,0,0,0,1,Mensual,0,Transferencia bancaria (automático),59.7,1825.5,1.99,31-40,2
8735-DCXNF,0,M,False,1,0,10,1,0,DSL,1,0,0,1,0,0,Mensual,1,Tarjeta de crédito (automático),54.95,568.85,1.83,11-20,2
8735-IJJEG,0,M,False,1,0,14,1,0,DSL,0,0,1,0,0,0,Mensual,0,Tarjeta de crédito (automático),50.2,668.85,1.67,11-20,1
8735-NBLWT,0,M,False,0,1,9,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.4,184.1,0.68,0-10,0
8735-SDUFN,0,F,True,1,0,72,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),24.3,1778.7,0.81,71+,1
8738-JOKAR,0,F,False,0,0,42,1,0,DSL,1,1,0,1,0,1,Anual,1,Cheque por Correo,67.7,2882.25,2.26,41-50,4
8739-QOTTN,0,F,False,1,0,2,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.35,41.85,0.68,0-10,0
8739-WWKDU,1,M,True,0,0,25,1,1,Fibra Óptica,0,1,0,0,1,0,Mensual,1,Cheque electrónico,89.5,2196.15,2.98,21-30,3
8739-XNIKG,0,F,False,0,0,5,1,1,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,84.0,424.75,2.8,0-10,2
8740-CRYFY,1,M,False,0,0,1,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,78.95,78.95,2.63,0-10,1
8740-XLHDR,1,M,False,0,0,5,0,-1,DSL,1,1,1,1,0,0,Mensual,1,Cheque por Correo,43.25,219.0,1.44,0-10,4
8741-LQOBK,0,F,False,1,1,46,0,-1,DSL,1,1,0,0,0,0,Mensual,0,Transferencia bancaria (automático),35.05,1620.25,1.17,41-50,2
8745-PVESG,0,F,False,0,0,57,0,-1,DSL,1,0,1,1,0,0,Anual,1,Tarjeta de crédito (automático),41.1,2258.25,1.37,51-60,3
8746-BFOAJ,0,M,True,0,0,21,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),20.5,429.55,0.68,21-30,0
8746-OQQRW,0,M,False,0,0,4,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,25.25,101.9,0.84,0-10,1
8747-UDCOI,0,F,False,1,0,65,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.35,1319.95,0.64,61-70,0
8748-HFWBO,0,M,False,1,1,19,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.9,357.7,0.66,11-20,0
8749-CLJXC,0,M,False,0,0,1,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.05,20.05,0.67,0-10,0
8749-JMNKX,1,M,True,1,0,51,1,1,Fibra Óptica,1,0,1,0,1,0,Mensual,1,Transferencia bancaria (automático),93.8,4750.95,3.13,51-60,4
8749-TZYEC,0,M,False,1,0,72,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),24.8,1874.3,0.83,71+,1
8750-QWZAJ,0,F,False,1,1,70,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.8,1378.75,0.66,71+,0
8751-EDEKA,0,F,False,1,0,28,1,0,Fibra Óptica,0,1,1,0,0,1,Mensual,0,Tarjeta de crédito (automático),89.9,2433.5,3.0,21-30,3
8752-GHJFU,0,M,True,1,0,71,1,1,Fibra Óptica,1,1,1,1,0,0,Anual,1,Cheque electrónico,92.0,6585.2,3.07,71+,5
8752-IMQOS,0,M,False,1,1,5,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.1,85.1,0.67,0-10,0
8752-STIVR,1,F,False,0,0,4,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,79.0,303.15,2.63,0-10,1
8755-IWJHN,0,M,True,1,0,69,1,1,Fibra Óptica,0,1,1,0,0,1,Mensual,1,Transferencia bancaria (automático),95.35,6382.0,3.18,61-70,4
8755-OGKNA,0,F,False,1,1,57,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.5,1167.6,0.65,51-60,0
8756-RDDLT,0,F,False,0,0,68,0,-1,DSL,0,1,0,1,0,1,Mensual,0,Cheque electrónico,44.95,3085.35,1.5,61-70,3
8757-TFHHJ,0,M,False,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,1,Tarjeta de crédito (automático),49.8,49.8,1.66,0-10,1
8760-ZRHKE,0,F,True,1,1,71,1,1,DSL,1,1,0,0,1,0,Anual,0,Cheque electrónico,69.2,4982.5,2.31,71+,4
8761-NSOBC,1,M,False,0,0,44,1,0,Fibra Óptica,0,1,0,1,1,1,Mensual,0,Cheque electrónico,100.55,4398.15,3.35,41-50,4
8763-KIAFH,0,F,False,1,1,27,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,1,Cheque por Correo,20.55,583.3,0.68,21-30,0
8766-PAFNE,0,M,False,1,0,71,1,0,DSL,0,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),79.1,5564.85,2.64,71+,5
8769-KKTPH,0,F,False,1,1,63,1,1,Fibra Óptica,1,0,0,0,1,1,Anual,1,Tarjeta de crédito (automático),99.65,6311.2,3.32,61-70,4
8773-HHUOZ,1,F,False,0,1,17,1,0,DSL,0,0,0,0,1,1,Mensual,1,Cheque por Correo,64.7,1093.1,2.16,11-20,2
8774-GSBUN,0,M,False,1,0,72,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,25.4,1797.1,0.85,71+,1
8775-CEBBJ,1,F,False,0,0,9,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),44.2,403.35,1.47,0-10,0
8775-ERLNB,0,M,True,1,0,1,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,0,Cheque electrónico,74.3,74.3,2.48,0-10,1
8775-LHDJH,1,F,True,1,0,1,1,1,Fibra Óptica,0,1,0,0,1,0,Mensual,1,Cheque electrónico,90.6,90.6,3.02,0-10,3
8777-MBMTS,0,F,True,1,0,65,1,0,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Tarjeta de crédito (automático),105.85,6725.5,3.53,61-70,5
8777-PVYGU,0,F,False,1,0,52,1,0,DSL,1,0,1,0,1,0,Anual,1,Cheque por Correo,64.3,3410.6,2.14,51-60,3
8778-LMWTJ,0,F,False,0,0,9,1,0,Fibra Óptica,1,0,0,0,0,0,Mensual,1,Cheque electrónico,74.85,708.2,2.49,0-10,1
8779-QRDMV,1,M,True,0,0,1,0,-1,DSL,0,0,1,0,0,1,Mensual,1,Cheque electrónico,39.65,39.65,1.32,0-10,2
8779-YIQQA,0,M,False,1,1,21,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.8,350.1,0.66,21-30,0
8780-IHCRN,0,M,False,1,1,63,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),24.65,1574.5,0.82,61-70,1
8780-IXSTS,1,F,False,0,0,6,1,1,Fibra Óptica,0,1,0,0,1,0,Mensual,1,Cheque electrónico,90.1,521.3,3.0,0-10,3
8780-RSYYU,0,F,False,0,0,25,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Tarjeta de crédito (automático),19.2,532.1,0.64,21-30,0
8780-YRMTT,0,F,False,0,0,66,0,-1,DSL,1,1,1,1,0,0,Bianual,1,Cheque por Correo,47.4,3177.25,1.58,61-70,4
8782-LKFPK,0,M,False,0,0,44,1,1,Fibra Óptica,0,0,1,0,0,1,Mensual,1,Cheque por Correo,90.4,4063.0,3.01,41-50,3
8782-NUUOL,0,M,False,0,0,60,1,0,DSL,1,0,1,1,1,1,Anual,0,Cheque por Correo,79.0,4801.1,2.63,61-70,5
8784-CGILN,1,F,False,0,0,18,1,1,Fibra Óptica,0,0,0,1,1,1,Mensual,1,Transferencia bancaria (automático),99.85,1776.95,3.33,11-20,4
8785-CJSHH,0,F,False,1,0,60,1,1,Fibra Óptica,0,1,0,0,1,1,Mensual,1,Cheque electrónico,99.8,5985.75,3.33,61-70,4
8785-EPNCG,1,M,False,0,0,11,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Tarjeta de crédito (automático),23.15,245.2,0.77,11-20,1
8788-DOXSU,0,M,False,0,0,59,1,0,DSL,0,0,1,0,0,1,Anual,1,Transferencia bancaria (automático),61.35,3645.5,2.04,51-60,2
8791-GFXLZ,0,M,False,0,0,12,1,0,DSL,0,1,0,0,0,0,Mensual,1,Transferencia bancaria (automático),49.05,593.05,1.64,11-20,1
8792-AOROI,0,F,False,1,0,8,1,0,DSL,1,0,0,1,0,1,Bianual,0,Cheque por Correo,65.5,564.35,2.18,0-10,3
8799-OXZMD,0,F,False,0,0,28,0,-1,DSL,0,0,1,0,0,0,Mensual,1,Cheque por Correo,29.75,790.7,0.99,21-30,1
8800-JOOCF,0,F,False,0,1,12,1,1,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,84.05,966.55,2.8,11-20,2
8800-ZKRFW,0,F,False,1,1,30,1,1,Fibra Óptica,0,1,1,1,1,1,Mensual,1,Cheque electrónico,107.5,3242.5,3.58,31-40,6
8802-UNOJF,1,M,True,0,0,12,1,0,Fibra Óptica,0,1,1,1,0,0,Mensual,1,Cheque por Correo,83.8,1029.75,2.79,11-20,3
8805-JNRAZ,0,F,False,0,0,2,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque por Correo,49.2,103.7,1.64,0-10,1
8806-EAGWC,1,M,False,0,0,3,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque por Correo,55.15,159.15,1.84,0-10,1
8807-ARQET,0,F,False,0,0,41,0,-1,DSL,0,1,0,0,0,1,Mensual,1,Cheque electrónico,40.35,1677.85,1.34,41-50,2
8807-OPMBM,0,F,False,1,1,55,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),25.65,1388.0,0.86,51-60,1
8808-ELEHO,1,M,True,0,0,8,1,1,Fibra Óptica,0,0,1,0,0,0,Mensual,1,Cheque electrónico,81.25,585.95,2.71,0-10,2
8809-RIHDD,1,M,False,1,1,72,1,1,Fibra Óptica,0,1,1,0,1,1,Bianual,1,Cheque electrónico,103.4,7372.65,3.45,71+,5
8809-XKHMD,0,M,False,1,0,72,1,1,Fibra Óptica,1,1,0,1,0,1,Bianual,1,Transferencia bancaria (automático),100.55,7325.1,3.35,71+,5
8812-ZRHFP,0,F,False,1,1,30,1,0,Fibra Óptica,0,0,1,0,0,1,Anual,0,Cheque electrónico,86.45,2538.05,2.88,31-40,2
8815-LMFLX,0,M,False,1,1,25,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Transferencia bancaria (automático),25.4,546.85,0.85,21-30,1
8816-VXNZD,1,F,False,0,0,1,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,75.1,75.1,2.5,0-10,1
8818-DOPVL,0,F,True,0,0,46,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,104.45,4863.85,3.48,41-50,5
8818-XYFCQ,1,M,False,1,1,32,1,1,Fibra Óptica,1,0,0,0,1,1,Mensual,1,Tarjeta de crédito (automático),99.55,3204.65,3.32,31-40,4
8819-IMISP,0,M,False,0,0,31,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,80.45,2429.1,2.68,31-40,2
8819-WFGGJ,0,M,False,1,0,68,0,-1,DSL,1,0,1,0,1,1,Bianual,1,Transferencia bancaria (automático),54.1,3794.5,1.8,61-70,4
8819-ZBYNA,0,F,False,1,0,58,1,1,Fibra Óptica,1,1,0,1,1,1,Bianual,1,Tarjeta de crédito (automático),109.1,6393.65,3.64,51-60,6
8821-KVZKQ,0,F,False,1,1,70,0,-1,DSL,0,1,1,1,1,1,Anual,1,Transferencia bancaria (automático),58.4,4113.15,1.95,71+,5
8821-XNHVZ,1,F,False,1,1,1,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque por Correo,80.05,80.05,2.67,0-10,1
8822-KNBHV,0,F,False,0,0,48,1,1,DSL,1,1,1,0,1,1,Anual,1,Tarjeta de crédito (automático),83.45,3887.85,2.78,41-50,6
8823-RLPWL,0,F,False,1,0,72,1,1,Fibra Óptica,1,1,1,0,1,1,Bianual,1,Tarjeta de crédito (automático),110.65,8065.65,3.69,71+,6
8824-RWFXJ,1,M,False,1,1,3,1,0,DSL,0,1,1,0,0,0,Mensual,1,Cheque por Correo,56.15,168.15,1.87,0-10,2
8835-VSDSE,1,F,False,1,0,2,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque electrónico,70.7,141.45,2.36,0-10,0
8837-VVWLQ,1,F,False,0,0,8,1,0,Fibra Óptica,1,0,0,0,1,0,Mensual,0,Cheque electrónico,84.95,668.4,2.83,0-10,2
8838-GPHZP,0,F,False,0,0,63,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,20.6,1298.7,0.69,61-70,0
8840-DQLGN,1,F,True,1,0,35,1,1,Fibra Óptica,1,1,0,1,1,0,Mensual,1,Transferencia bancaria (automático),100.5,3653.35,3.35,31-40,5
8844-TONUD,1,M,False,1,1,13,1,0,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque por Correo,96.65,1162.85,3.22,11-20,3
8845-LWKGE,0,F,False,1,1,30,1,0,DSL,0,0,1,1,1,0,Anual,1,Cheque electrónico,64.5,1985.15,2.15,31-40,3
8847-GEOOQ,0,M,False,1,0,60,0,-1,DSL,0,1,1,1,1,1,Mensual,1,Transferencia bancaria (automático),60.2,3582.4,2.01,61-70,5
8849-AYPTR,0,M,False,1,0,33,1,0,Fibra Óptica,0,0,0,0,1,1,Mensual,0,Cheque electrónico,91.25,2964.05,3.04,31-40,2
8849-GYOKR,1,F,False,1,0,54,1,1,Fibra Óptica,1,1,0,0,1,1,Anual,0,Transferencia bancaria (automático),106.55,5763.3,3.55,51-60,5
8849-PRIQJ,0,F,False,1,1,67,1,1,Fibra Óptica,1,0,1,1,1,1,Anual,1,Cheque electrónico,109.4,7281.6,3.65,61-70,6
8851-RAGOV,0,F,False,1,0,25,1,0,DSL,1,1,0,1,0,1,Mensual,1,Cheque por Correo,71.05,1837.7,2.37,21-30,4
8853-TZDGH,0,F,False,0,0,72,1,1,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),111.6,8012.75,3.72,71+,6
8854-CCVSQ,1,M,False,0,0,18,1,1,Fibra Óptica,0,1,0,0,0,0,Mensual,1,Cheque electrónico,80.65,1451.9,2.69,11-20,2
8857-CUPFQ,0,M,False,1,0,63,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.25,1237.65,0.64,61-70,0
8859-AXJZP,0,M,False,1,1,39,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Cheque por Correo,23.8,903.8,0.79,31-40,1
8859-DZTGQ,0,M,False,0,0,33,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,20.35,689.75,0.68,31-40,0
8859-YSTWS,0,M,False,0,0,48,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),19.95,1004.5,0.66,41-50,0
8861-HGGKB,1,F,False,0,0,10,1,1,Fibra Óptica,0,0,0,0,0,1,Mensual,0,Cheque electrónico,86.45,830.85,2.88,11-20,2
8865-TNMNX,0,M,False,1,1,10,1,0,DSL,0,1,0,0,0,0,Anual,0,Cheque por Correo,49.55,475.7,1.65,11-20,1
8868-GAGIO,0,M,False,1,0,45,1,1,Fibra Óptica,1,0,1,0,0,0,Mensual,1,Cheque por Correo,84.55,3713.95,2.82,41-50,3
8868-WOZGU,1,M,False,0,0,28,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,105.7,2979.5,3.52,21-30,5
8869-LIHMK,0,F,False,0,0,64,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),115.1,7334.05,3.84,61-70,7
8869-TORSS,1,F,False,0,0,48,1,0,DSL,1,0,1,1,0,0,Anual,1,Tarjeta de crédito (automático),60.35,2896.4,2.01,41-50,3
8871-JLMHM,0,F,False,1,0,68,1,1,Fibra Óptica,0,1,1,1,0,0,Bianual,0,Tarjeta de crédito (automático),90.2,6297.65,3.01,61-70,4
8873-GLDMH,0,F,False,0,0,6,1,1,Fibra Óptica,0,0,0,0,0,0,Mensual,1,Cheque por Correo,73.85,401.3,2.46,0-10,1
8873-TMKGR,0,M,False,0,0,29,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,19.1,529.5,0.64,21-30,0
8874-EJNSR,0,M,False,1,1,39,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,25.2,987.95,0.84,31-40,1
8875-AKBYH,0,M,True,0,0,20,1,1,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque electrónico,84.35,1745.2,2.81,21-30,2
8878-HMWBV,1,M,False,0,0,3,1,0,DSL,0,0,1,0,0,0,Mensual,1,Cheque electrónico,49.15,169.05,1.64,0-10,1
8878-RYUKI,0,F,False,0,0,52,1,0,DSL,0,0,1,0,0,1,Mensual,1,Cheque electrónico,59.45,3043.7,1.98,51-60,2
8879-XUAHX,0,M,False,1,0,71,1,1,Fibra Óptica,1,1,1,1,1,1,Bianual,1,Cheque electrónico,116.25,8564.75,3.88,71+,7
8879-ZKJOF,0,F,False,0,0,41,1,0,DSL,1,0,1,1,1,1,Anual,1,Transferencia bancaria (automático),79.85,3320.75,2.66,41-50,5
8882-TLVRW,0,M,False,1,1,69,0,-1,DSL,1,0,1,1,0,0,Bianual,0,Cheque por Correo,39.1,2779.5,1.3,61-70,3
8883-ANODQ,0,F,False,1,1,68,1,1,Fibra Óptica,0,1,1,0,0,0,Bianual,1,Tarjeta de crédito (automático),84.4,5746.75,2.81,61-70,3
8883-GRDWQ,0,M,True,0,0,20,1,0,DSL,1,0,0,1,0,0,Anual,0,Cheque por Correo,54.0,1055.9,1.8,21-30,2
8884-ADFVN,1,M,True,1,0,7,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Cheque electrónico,101.95,700.85,3.4,0-10,4
8884-FEEWR,0,M,False,0,0,35,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),20.6,754.0,0.69,31-40,0
8884-MRNSU,0,M,False,1,1,17,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),19.9,329.75,0.66,11-20,0
8885-QSQBX,0,F,False,0,0,1,1,0,DSL,1,0,0,0,0,0,Mensual,0,Transferencia bancaria (automático),49.55,49.55,1.65,0-10,1
8887-IPQNC,0,F,False,1,0,7,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,44.25,313.45,1.48,0-10,0
8894-JVDCV,0,F,False,0,0,62,1,1,Fibra Óptica,1,1,1,1,1,1,Anual,1,Tarjeta de crédito (automático),115.05,7133.45,3.84,61-70,7
8896-BQTTI,0,M,False,0,0,1,1,1,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque por Correo,25.0,25.0,0.83,0-10,1
8896-RAZCR,0,F,False,0,1,44,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.9,868.1,0.66,41-50,0
8898-KASCD,0,M,False,0,0,39,0,-1,DSL,0,0,1,1,0,0,Anual,0,Cheque por Correo,35.55,1309.15,1.18,31-40,2
8901-HJXTF,1,F,False,1,1,12,0,-1,DSL,0,1,0,0,0,0,Mensual,0,Cheque por Correo,29.2,309.1,0.97,11-20,1
8901-UPRHR,0,F,False,1,1,72,1,1,Fibra Óptica,0,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),109.2,7711.45,3.64,71+,6
8902-ZEOVF,0,M,False,1,1,47,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,20.05,951.55,0.67,41-50,0
8903-WMRNW,0,F,False,1,0,15,1,0,Fibra Óptica,1,0,1,0,1,1,Mensual,0,Cheque electrónico,101.75,1669.4,3.39,11-20,4
8903-XEBGX,0,M,False,0,1,2,1,0,DSL,0,0,0,0,0,1,Mensual,1,Cheque electrónico,55.3,108.65,1.84,0-10,1
8904-OPDCK,0,M,True,1,0,54,0,-1,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automático),24.95,1364.75,0.83,51-60,0
8905-IAZPF,0,F,False,1,0,69,1,0,Fibra Óptica,0,1,0,0,1,1,Anual,1,Tarjeta de crédito (automático),95.65,6744.2,3.19,61-70,3
8908-NMQTX,0,M,False,0,0,72,0,-1,DSL,1,1,1,1,1,1,Bianual,1,Transferencia bancaria (automático),65.6,4566.5,2.19,71+,6
8908-SLFCJ,0,F,False,0,0,21,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,1,Tarjeta de crédito (automático),20.85,435.25,0.7,21-30,0
8909-BOLNL,0,M,False,0,0,3,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque por Correo,21.2,52.05,0.71,0-10,0
8910-ICHIU,0,F,False,0,0,46,1,0,Fibra Óptica,1,1,1,0,1,0,Anual,1,Tarjeta de crédito (automático),95.65,4664.2,3.19,41-50,4
8910-LEDAG,0,M,True,1,0,34,1,0,Fibra Óptica,0,0,0,0,0,0,Mensual,0,Tarjeta de crédito (automático),71.55,2427.35,2.38,31-40,0
8914-RBTSB,1,M,False,1,0,31,1,1,Fibra Óptica,0,1,1,0,1,0,Mensual,0,Cheque electrónico,93.8,3019.5,3.13,31-40,4
8915-NNTRC,0,M,False,1,1,72,1,1,Fibra Óptica,1,1,0,1,1,1,Bianual,1,Tarjeta de crédito (automático),107.7,7919.8,3.59,71+,6
8917-FAEMR,0,F,False,0,0,37,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.85,784.25,0.66,31-40,0
8917-SZTTJ,0,M,False,1,1,60,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),19.65,1161.75,0.65,61-70,0
8919-FYFQZ,1,M,True,1,0,44,0,-1,DSL,0,1,0,0,0,0,Mensual,1,Cheque electrónico,30.35,1359.7,1.01,41-50,1
8920-NAVAY,0,M,True,0,0,62,1,1,Fibra Óptica,0,1,1,1,1,1,Anual,1,Transferencia bancaria (automático),110.75,7053.35,3.69,61-70,6
8922-LIEGH,1,F,True,0,0,25,1,1,Fibra Óptica,0,1,0,0,0,1,Mensual,1,Cheque electrónico,89.7,2187.55,2.99,21-30,3
8922-NPKBJ,0,M,False,1,1,42,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,19.35,867.3,0.64,41-50,0
8929-KSWIH,0,M,False,0,0,25,1,0,Fibra Óptica,0,0,1,1,1,1,Bianual,0,Transferencia bancaria (automático),99.3,2513.5,3.31,21-30,4
8930-XOTDP,0,F,False,1,1,18,1,0,DSL,0,0,0,0,1,0,Mensual,0,Cheque por Correo,55.95,1082.8,1.86,11-20,1
8931-GJJIQ,1,F,False,0,0,9,1,1,Fibra Óptica,0,0,0,0,0,1,Mensual,1,Cheque electrónico,83.3,803.3,2.78,0-10,2
8932-CZHRQ,0,M,False,0,0,68,1,1,DSL,1,1,1,0,0,1,Anual,0,Tarjeta de crédito (automático),76.75,5233.25,2.56,61-70,5
8937-RDTHP,1,M,False,0,0,1,1,0,Fibra Óptica,1,0,0,0,0,1,Mensual,1,Cheque por Correo,84.6,84.6,2.82,0-10,2
8938-UMKPI,1,F,False,0,0,47,1,1,Fibra Óptica,0,1,1,0,1,1,Mensual,1,Cheque electrónico,106.4,5127.95,3.55,41-50,5
8942-DBMHZ,0,M,False,0,0,12,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,0,Cheque por Correo,20.45,255.35,0.68,11-20,0
8943-URTMR,1,F,False,0,0,2,1,0,Fibra Óptica,0,0,0,0,1,0,Mensual,1,Cheque por Correo,79.65,152.7,2.66,0-10,1
8944-AILEF,0,M,False,1,0,15,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Tarjeta de crédito (automático),19.45,340.85,0.65,11-20,0
8945-GRKHX,1,F,False,0,1,1,1,0,Fibra Óptica,0,0,0,0,0,1,Mensual,0,Cheque electrónico,78.65,78.65,2.62,0-10,1
8945-MUQUF,1,M,False,0,0,51,1,1,Fibra Óptica,1,1,0,0,1,0,Anual,1,Cheque electrónico,94.8,4837.6,3.16,51-60,4
8946-BFWSG,0,M,False,1,1,63,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Cheque por Correo,25.25,1573.05,0.84,61-70,1
8947-YRTDV,0,M,False,1,1,32,1,0,Fibra Óptica,1,1,1,0,0,1,Anual,0,Cheque por Correo,94.8,3131.55,3.16,31-40,4
8949-JTMAY,1,F,False,0,0,29,1,1,Fibra Óptica,0,0,1,0,1,1,Mensual,1,Tarjeta de crédito (automático),98.6,2933.2,3.29,21-30,4
8950-MTZNV,0,M,False,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque por Correo,44.95,44.95,1.5,0-10,0
8952-WCVCD,0,F,False,1,0,41,1,0,Fibra Óptica,1,1,1,0,1,1,Anual,1,Transferencia bancaria (automático),104.45,4162.05,3.48,41-50,5
8957-THMOA,0,F,False,0,1,50,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),20.15,970.85,0.67,51-60,0
8958-JPTRR,0,F,False,1,0,56,1,1,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Cheque electrónico,24.3,1261.7,0.81,51-60,1
8961-QDZZJ,0,F,False,1,1,57,1,0,Fibra Óptica,0,1,0,0,1,1,Anual,1,Cheque electrónico,95.0,5535.8,3.17,51-60,3
8963-JLGJT,0,M,False,0,1,3,1,0,DSL,1,0,1,0,0,0,Mensual,0,Cheque por Correo,55.9,157.55,1.86,0-10,2
8963-MQVYN,0,F,False,0,1,22,1,0,No internet service,-1,-1,-1,-1,-1,-1,Mensual,1,Cheque electrónico,20.55,469.85,0.68,21-30,0
8966-KZXXA,0,M,False,1,1,36,1,1,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Tarjeta de crédito (automático),25.1,930.95,0.84,31-40,1
8966-OIQHG,0,F,False,1,1,22,1,0,No internet service,-1,-1,-1,-1,-1,-1,Anual,0,Transferencia bancaria (automático),20.75,452.35,0.69,21-30,0
8966-SNIZF,0,F,False,1,0,70,1,0,No internet service,-1,-1,-1,-1,-1,-1,Bianual,0,Transferencia bancaria (automático),19.45,1303.5,0.65,71+,0
8967-SZQAS,0,F,False,0,0,14,1,0,DSL,0,1,0,0,0,0,Mensual,0,Cheque electrónico,50.45,765.45,1.68,11-20,1
